"","hospital_id","name","addr","city","region","country","phone","long","lat"
"320","d7253f17","Hospital Arnau De Vilanova","Carretera Orihuela - Almoradi, S/N, 03314","València","Comunitat Valenciana","Spain","+34 98 583 82 41","-4.8743610","36.5089980"
"321","ac8c3edc","Hospital 9 De Octubre","Avenida França, S/N, 17007","València","Comunitat Valenciana","Spain","+34 97 796 31 48","2.1298450","41.3894070"
"322","7ded2961","Clínica HLA Vistahermosa","Calle Manuel Allende, 24, 48010","Alicante/Alacant","Comunitat Valenciana","Spain",NA,"-2.4823720","43.0632780"
"323","d06b2bf9","Centro Medico Acuario","Avenida Mossen Josep Pons I Robada, S/N, 08923","Beniarbeig","Comunitat Valenciana","Spain","+34 95 353 99 18","2.1299190","41.3642290"
"324","42ec3f59","Centro De Rehabilitación Neurológica Casaverde","Calle Santa Maria Soledad, 28, 38010","Mutxamel","Comunitat Valenciana","Spain","+34 97 922 41 13","-3.6084270","40.4838760"
"325","92196507","Casa De Reposo San Onofre","Calle Constitucion, 18, 19003","Godella","Comunitat Valenciana","Spain","+34 93 438 12 46","2.8205950","41.9788970"
"326","fa6a26b8","Hospital Universitario De Ceuta","Camino De Heros, 6, 33401","Ceuta","Ceuta","Spain","+34 92 706 73 65","-4.4576060","36.6840060"
"327","ea9cf81a","Vithas Hospital Montserrat","Calle Canonge Moll, S/N, 07760","Lleida","Cataluña","Spain",NA,"-5.5677890","42.6018150"
"328","d5653f49","Villablanca Serveis Assistencials","Calle Sant Josep, 21, 08800","Reus","Cataluña","Spain","+34 96 791 35 69","-0.8918480","41.6411460"
"329","81218a00","Unitat Terapeutica-Educativa Acompanya'M","Calle Eslida, 6-8, 08840","Barcelona","Cataluña","Spain",NA,"-3.3652400","39.0044190"
"330","8f5a6389","Unitat Polivalent Salut Mental Barcelona-Nord","Camino Palma Romero, 7, 35300","Barcelona","Cataluña","Spain","+34 99 493 46 85","1.2549320","41.1163830"
"331","5585f0ae","Unitat Polivalent En Salut Mental D'Amposta","Calle De Oña, 10, 28050","Amposta","Cataluña","Spain","+34 93 553 37 36","-4.7202140","41.6559490"
"332","791683bd","Unitat Polivalent Benito Menni En Salut Mental De L'Hospitalet-El Prat De Llobregat","Calle Dos De Maig, 301, 08025","L' Hospitalet de Llobregat","Cataluña","Spain","+34 98 567 41 97","-5.6478060","43.5352390"
"333","d53ee9ad","Unitat De Referencia De Psiquiatria I Trastorns De La Conducta Alimentaria - Urpi","Plaza Doctor Robert, 5, 08221","Reus","Cataluña","Spain","+34 99 762 69 93","2.8019280","41.6879460"
"334","b2ec2e3c","Serveis Sanitaris Sant Joan De Vilatorrada","Avenida Gran  Via, 203, 08908","Sant Joan de Vilatorrada","Cataluña","Spain","+34 96 674 21 93","4.2642420","39.8896260"
"335","c550c902","Serveis Sanitaris La Roca Del Valles 2","Calle Portal Nou, 12, 17004","La Roca del Vallès","Cataluña","Spain","+34 95 639 20 61","2.1929080","41.4431730"
"336","2e22effc","Serveis Clinics, S.A.","Calle Casas Altas, S/N, 38399","Barcelona","Cataluña","Spain","+34 96 663 31 86","-3.7850360","40.4027900"
"337","088ded43","Sarquavitae Bonanova","Calle Fidel Recio, 1, 47002","Barcelona","Cataluña","Spain","+34 96 123 22 27","-0.4809940","38.3452110"
"338","212819cb","Sar Mont Marti","Calle Juan Ramon Jimenez, 40, 02400","Puig-reig","Cataluña","Spain","+34 93 804 87 48","-0.5352630","42.5665440"
"339","9ca6f08f","Sar La Salut Josep Servat","Avenida Francesc Ribas, 1, 08402","Barcelona","Cataluña","Spain",NA,"-0.4223330","39.1603440"
"340","5a3c9ba7","Sant Joan de Déu Terres De Lleida","Calle Benet Messeguer, S/N, 43740","Almacelles","Cataluña","Spain","+34 94 826 21 53","-3.3894350","38.7674830"
"341","65882b3e","Residencia Vila-Seca","Carretera Sanlucar-Chipiona, S/N, S/N, 11540","Vila-seca","Cataluña","Spain",NA,"-15.4214250","28.1100230"
"342","b457a0be","Residencia Terraferma","Avenida Ramon Y Cajal, 3, 47005","Alpicat","Cataluña","Spain","+34 90 548 24 89","-3.6102280","37.2011490"
"343","76bec950","Residencia Santa Tecla Ponent","Carretera Sant Joan Despi, 60, 08940","Tarragona","Cataluña","Spain","+34 98 701 64 91","-4.4538630","36.7227250"
"344","bd49eaeb","Residencia Santa Susanna","Carretera Clara Campoamor, 341, 36312","Caldes de Montbui","Cataluña","Spain","+34 91 398 56 46","-0.8707400","41.6858070"
"345","f71d063a","Residencia Puig-Reig","Paraje Los Pinos, S/N, 30396","Puig-reig","Cataluña","Spain","+34 98 124 57 95","-3.6786280","40.4073090"
"346","f0939fb2","Residencia L'Estada","Calle Doctor Camilo Veiras, 1, 15009","Sant Andreu de Llavaneres","Cataluña","Spain","+34 97 720 34 46","-3.6763490","40.4326660"
"347","e0d4287a","Residencia Geriatrica Maria Gay","Ronda Rector Arolas, S/N, 17600","Girona","Cataluña","Spain","+34 99 168 87 54","-2.4578120","42.4226720"
"348","4fcf94ca","Residencia De Gent Gran Puig D'En Roca","Avenida Enrique Martin Cuevas, S/N, 18600","Girona","Cataluña","Spain","+34 92 309 46 71","-5.1664120","36.7419620"
"349","6412fec4","Residencia Alt Camp","Calle Del Doctor Esquerdo, 83, 28007","Valls","Cataluña","Spain","+34 90 998 68 17","-1.1331120","37.9926210"
"350","63f30e2b","Regina Sar","Calle De Serrano, 199, 28016","Barcelona","Cataluña","Spain","+34 96 852 65 18","-6.6241880","38.8917930"
"351","a55497bb","Reeixir","Calle Saenz Diez, 11, 32003","Juneda","Cataluña","Spain","+34 95 637 50 66","-5.9322240","43.5523950"
"352","dd8ce86e","Prytanis Sant Boi Centre Sociosanitari","Paseo Del Terraple, 97, 08750","Sant Boi de Llobregat","Cataluña","Spain","+34 91 101 12 46","1.1127740","41.1533780"
"353","1102b5e5","Prytanis Hospitalet Centre Sociosanitari","Paseo De Sancha, 15, 29016","L' Hospitalet de Llobregat","Cataluña","Spain","+34 94 686 76 28","-2.9422230","43.2589010"
"354","e14d7e39","Policlínica Comarcal Del Vendrell","Calle Hospital, 36, 17230","Santa Oliva","Cataluña","Spain",NA,"-3.7177740","40.4947400"
"355","30ad7f74","Parc Sanitari Sant Joan De Déu - Serveis Sanitaris Centre Penitenciari Brians-2","Carretera Torrebonica, S/N, 08227","Sant Esteve Sesrovires","Cataluña","Spain","+34 93 531 32 71","-0.8896390","41.6886780"
"356","56c0769f","Parc Sanitari Sant Joan De Déu - Recinte Sant Boi","Ronda Norte, Esquina C/ Gabriel Miró³, S/N, 11300","Sant Boi de Llobregat","Cataluña","Spain",NA,"-3.9326190","38.9902580"
"357","c975d68a","Parc Sanitari Sant Joan De Déu- Numancia","Avenida Reyes Catolicos, 21, 28342","Barcelona","Cataluña","Spain","+34 94 216 54 30","1.5154140","41.9932690"
"358","0b15c33d","Parc Sanitari Sant Joan De Déu - Brians 1.","Calle Montevideo, 23, 27001","Sant Esteve Sesrovires","Cataluña","Spain",NA,"2.1074440","41.5486300"
"359","d72d2b62","Nou Hospital Evangelic","Avenida Avenida De Viana, 1, 26071","Barcelona","Cataluña","Spain","+34 92 953 95 94","-2.4725270","41.7712650"
"360","568e1359","Mutua De Granollers, Mutua De Previsio Social A Prima Fixa","Carretera Ronda-San Pedro, Km. 2, S/N, 29400","Granollers","Cataluña","Spain","+34 99 780 48 76","-2.1468740","40.0754800"
"361","b6a14168","Mapfre Quavitae Barcelona","Plaza Del Madroño, 11, 02008","Barcelona","Cataluña","Spain",NA,"2.1592000","41.4096600"
"362","33aef6e5","Ivan Mañero Clinic","Calle Fernandez De Alarcon, 2, 29007","Sant Cugat del Vallès","Cataluña","Spain","+34 96 977 91 54","-0.8806900","41.6426360"
"363","fff913b7","Ita Maresme","Camino Del Molino, 2, 28942","Argentona","Cataluña","Spain","+34 93 755 87 84","-0.3387150","39.4534450"
"364","284feb79","Ita Maresme","Barrio Gesalibar ( Au/Ba ), 14, 20509","Barcelona","Cataluña","Spain","+34 91 963 83 85","-8.7179100","42.1899810"
"365","4cc000cc","Institut Pere Mata, S.A","Calle Mendinueta, S/N , 31700","Reus","Cataluña","Spain",NA,"-4.9637260","36.5159230"
"366","dc8f539a","Institut Guttmann","Paseo Paseo Doctor Beguiristain, 121, 20014","Badalona","Cataluña","Spain",NA,"-4.0352710","38.0393300"
"367","59ab535e","Hospital Viamed Monegal","Calle Sant Joan De Deu, 2, 08950","Tarragona","Cataluña","Spain",NA,"-4.7848590","37.8844960"
"368","260dcfa8","Hospital Universitari Joan XXIII  De Tarragona","Carretera De Llerona, S/N, 08480","Tarragona","Cataluña","Spain","+34 94 608 15 34","1.1217310","41.1448320"
"369","cbc5d3c9","Hospital Universitari Germans Trias I Pujol De Badalona","Carretera De La Coruña, KM.50,300, 28440","Badalona","Cataluña","Spain",NA,"-3.8348670","40.3498650"
"370","6b72295e","Hospital Universitari De Girona Dr. Josep Trueta","Calle Sant Antoni Maria Claret , 135, 08025","Girona","Cataluña","Spain","+34 99 156 83 81","2.1655910","41.4096950"
"371","5f52659f","Hospital Universitari De Bellvitge","Avenida Menendez Pidal, S/N, 14004","L' Hospitalet de Llobregat","Cataluña","Spain","+34 95 575 65 30","-13.8647040","28.4952550"
"372","b27583b2","Hospital Sociosanitari Pere Virgili","Avenida Gaspar Aguilar, 90, 46017","Barcelona","Cataluña","Spain","+34 92 123 34 61","1.1444990","41.0766750"
"373","9635d3db","Hospital Sociosanitari Mutuam Guell","Plaza Karl Marx, 1, 08042","Barcelona","Cataluña","Spain","+34 99 505 15 44","1.6196740","41.5880180"
"374","f7e1015b","Hospital Sociosanitari Francolí","Paseo De San Vicente, 182, 37007","Tarragona","Cataluña","Spain","+34 95 406 57 32","2.9835040","42.2747770"
"375","806da020","Hospital Sociosanitari De Mollet","Av. del Río Guadiana, 45007","Mollet del Vallès","Cataluña","Spain",NA,"-8.6817170","42.2207400"
"376","da44b86c","Hospital Sociosanitari De Lloret De Mar","Avenida Poeta Muã?Oz Rojas, S/N, 29200","Lloret de Mar","Cataluña","Spain","+34 91 724 64 63","-4.6878830","40.6586750"
"377","7ad39707","Hospital Santa María","Calle Coroleu, 50, 08030","Lleida","Cataluña","Spain","+34 97 287 80 27","2.1496050","41.4032660"
"378","311dbdb7","Hospital Sant Rafael","Rambla Hospital, 52, 08500","Barcelona","Cataluña","Spain",NA,"-0.9919380","37.6081130"
"379","c64b00d0","Hospital Sant Joan De Déu Lleida","Avenida Pintor Joaquin Sorolla, 2, 29016","Lleida","Cataluña","Spain","+34 98 235 13 67","-5.8576620","38.9618460"
"380","a9612d10","Hospital Sant Antoni Abat - Consorci Sanitari Del Garraf","Calle Corregidor Nicolas Isidro, 16, 29007","Vilanova i la Geltrú","Cataluña","Spain","+34 97 478 30 54","-7.5670990","43.0120190"
"381","eb7ceb9b","Hospital Sanitas Cima","Calle Doutor Iglesias Otero, S/N, 27004","Barcelona","Cataluña","Spain","+34 96 958 86 47","-2.9406770","43.2583480"
"382","e8d3345e","Hospital Quirón Salud Del Valles - Clínica Del Valles","Calle Guillem Tell, 4, 08006","Sabadell","Cataluña","Spain",NA,"1.2487440","41.1188980"
"383","71b3386f","Hospital Mare de Déu de la Mercè","Calle Altos De Nava, 0, 24001","Barcelona","Cataluña","Spain","+34 95 404 28 52","-2.9934090","43.2969950"
"384","4c744969","Hospital Jaume Nadal Meroles","Carretera Canyet, S/N, 08916","Lleida","Cataluña","Spain",NA,"-17.9148510","27.8138070"
"385","e50751f1","Hospital General Penitenciari","Paraje Paratge Cabeço De L'Aguila, Cv 35, S/N, 46160","Terrassa","Cataluña","Spain",NA,"2.8172100","42.0000390"
"386","673cd649","Hospital El Pilar","Avenida Rovira Roure, 116, 25198","Barcelona","Cataluña","Spain","+34 97 948 82 84","-4.7891100","37.8710540"
"387","5fc847f5","Hospital Egarsat Sant Honorat","Carretera Tarazona, KM. 3 , 31500","Barcelona","Cataluña","Spain","+34 94 454 84 37","-2.7844270","36.7783180"
"388","6c5d692f","Hospital de Santa Caterina","Carretera Caceres, 0, 10600","Salt","Cataluña","Spain","+34 96 602 48 61","-0.7117360","38.2663330"
"389","81f30df9","Hospital De Sant Llàtzer","Avenida De Las Fuerzas Armadas, 2, 18014","Terrassa","Cataluña","Spain","+34 98 135 21 11","0.8254100","41.5481070"
"390","f3c6ab23","Hospital De Sant Jaume","Avenida Dtres. Fernandez Vega, 34, 33012","Manlleu","Cataluña","Spain",NA,"-8.7663500","42.5874720"
"391","7814c45e","Hospital De Sant Jaume","Calle San Servando, S/N, 45006","Blanes","Cataluña","Spain","+34 94 878 56 61","-6.9912670","42.4168680"
"392","49a4d600","Hospital De Sant Andreu","Camino Cumbre (De La), 28, 38713","Manresa","Cataluña","Spain","+34 90 264 91 74","2.1757520","41.4101140"
"393","82612a7e","Hospital De Nens De Barcelona","Calle Padre Cueto, 26, 35008","Barcelona","Cataluña","Spain",NA,"-5.8193190","43.3824320"
"394","4a6fa0dd","Hospital De La Santa Creu","Calle Arttysur  - P. E. T. Las Marismas De Palmones, S/N, 11379","Tortosa","Cataluña","Spain","+34 96 277 91 49","0.3355830","41.5271830"
"395","69ed45ae","Hospital De L'Esperança","Avenida D. Emiliano Garcia Roldan, 2, 13200","Barcelona","Cataluña","Spain","+34 90 480 92 45","-4.7118760","41.6298240"
"396","5ce954e5","Hospital De Cerdanya / Hopital De Cerdagne","Calle Medicos Sin Fronteras, 7, 24411","Puigcerdà","Cataluña","Spain","+34 98 927 64 56","-3.1657250","40.6300750"
"397","c34d0951","Hospital Comarcal Del Pallars","Calle Leon Y Castillo, 407, 35007","Tremp","Cataluña","Spain",NA,"-0.9877580","37.6155780"
"398","5dbb8b1a","Hospital Clinic De Barcelona - La Maternitat i Sant Ramon, Seu Sabino De Arana","Calle Vall De Venecia,, 59, 17310","Barcelona","Cataluña","Spain","+34 96 963 73 29","-3.8761170","40.3070850"
"399","6d6046e1","Hestia Stauros","Calle Lorca, 58, 30120","Barcelona","Cataluña","Spain",NA,"0.6266400","41.6222780"
"400","85e06987","Hestia Palau","Calle Mourente, S/N, 36071","Barcelona","Cataluña","Spain",NA,"-2.9443920","43.3270990"
"401","c0c9ea0f","Hestia Gràcia","Calle De Arturo Soria, 103-105-107, 28043","Barcelona","Cataluña","Spain","+34 91 196 72 25","-2.4171670","36.8596560"
"402","ad59d38a","Hestia Duran I Reynals","Partida De La Loma, S/N, 03184","L' Hospitalet de Llobregat","Cataluña","Spain","+34 96 109 53 79","0.6206530","41.6128430"
"403","b4a933d7","Hestia Balaguer","Avenida Del Ventisquero De La Condesa, 46, 28035","Balaguer","Cataluña","Spain","+34 94 809 79 77","2.2872670","42.0013930"
"404","b0128a3d","Germanes Hospitalaries. Hospital Sagrat Cor.","Carretera Vila-Real A Borriana, KM 0,5, 12540","Martorell","Cataluña","Spain",NA,"0.7973630","42.7017710"
"405","56bc38d1","Fundació Sanitaria Sant Josep","Carretera Orba-Vall De Laguar, Km 4 Numero, S/N, 03791","Igualada","Cataluña","Spain","+34 94 947 14 98","-5.9823900","37.4006160"
"406","8c47971c","Fundació Puigvert","Calle Oliver, 55, 03802","Barcelona","Cataluña","Spain","+34 94 399 10 44","-15.4232410","28.1015740"
"407","7bd2cdbd","Fremap, Hospital De Barcelona","Paseo Vall D'Hebron, 135-141, 08035","Barcelona","Cataluña","Spain","+34 95 358 19 77","1.1109480","41.1423570"
"408","27a8b01f","Comunitat Terapèutica Arenys De Munt","Calle San Juan Bosco, 41, 29014","Arenys de Munt","Cataluña","Spain",NA,"-3.7828590","40.2183210"
"409","a5a61bae","Clínica Tres Torres - UOMI Cancer Center","Avenida Denia, 103, 03015","Barcelona","Cataluña","Spain",NA,"-5.6491500","36.8625720"
"410","48c32165","Clínica Solarium","Avenida Sant Josep De La Muntanya, 12, 08024","Barcelona","Cataluña","Spain","+34 90 655 44 18","-4.6672160","40.6662100"
"411","b797a431","Clínica Santa Creu","Avenida De La Reina Victoria, 22-26, 28003","Figueres","Cataluña","Spain","+34 98 335 97 89","1.2422110","41.1245740"
"412","30a3c5c6","Clinica Sant Josep","Avenida Tamarix, 4, 11407","Vic","Cataluña","Spain","+34 99 142 44 68","2.8142550","41.9744530"
"413","3381704a","Clínica Sant Josep","Avenida Josep Laporte, 2, 43204","Manresa","Cataluña","Spain","+34 97 722 99 85","-0.8794250","41.6568370"
"414","1e42835c","Clínica Sant Antoni","Ronda Del Sur, 10, 28500","Barcelona","Cataluña","Spain",NA,"-3.2184100","39.3946070"
"415","44806377","Clínica Sagrada Familia","Barrio Labeaga, 46A, 48960","Barcelona","Cataluña","Spain","+34 92 799 85 91","2.4488860","41.5396960"
"416","e48d9296","Clínica Quirúrgica Onyar","Paseo La Estacion, 40, 23008","Girona","Cataluña","Spain","+34 97 782 22 56","-16.5329570","28.3860930"
"417","7d60cff1","Clínica Psiquiatrica Bellavista","Avenida De La Investigacion, S/N, 18016","Lleida","Cataluña","Spain","+34 98 928 87 58","-1.7208630","37.6208310"
"418","fa5aacc4","Clínica Planas","Plaza Estacio, 12, 08030","Barcelona","Cataluña","Spain","+34 94 992 10 41","1.2386270","41.1250300"
"419","e41e90ae","Clínica Nostra Senyora Del Remei","Camino De La Botica, S/N, 04131","Barcelona","Cataluña","Spain","+34 92 877 31 69","-4.4255080","36.7583700"
"420","2a509a8d","Clínica Nostra Senyora De Guadalupe","Carretera D'Olot, 7, 08560","Esplugues de Llobregat","Cataluña","Spain","+34 96 310 82 52","2.6496280","39.5893520"
"421","d81b20e2","Clínica Mc Londres","Avenida Del Faro, 33, 39012","Barcelona","Cataluña","Spain","+34 90 924 51 37","-3.4420360","43.4147720"
"422","0f8d3b42","Clínica Mc Copernic","Carretera Nacional 340, S/N, 29680","Barcelona","Cataluña","Spain","+34 92 166 96 35","2.1458920","41.3969840"
"423","98785999","Clínica Lluria","Calle Santiago, 14, 28801","Barcelona","Cataluña","Spain","+34 93 490 25 41","-6.5535920","43.1778320"
"424","e3504906","Clínica HLA Perpetuo Socorro De Lerida","Ronda Exterior Norte, S/N, 21005","Lleida","Cataluña","Spain","+34 91 443 26 91","2.2089780","41.4510730"
"425","c0aaac41","Clínica Galatea","Calle De Arturo Soria, 204, 28043","Barcelona","Cataluña","Spain",NA,"2.9611140","42.2620480"
"426","da670bc0","Clínica Diagonal","Calle Els Mascarrells, S/N, 12140","Esplugues de Llobregat","Cataluña","Spain",NA,"-16.2676990","28.4696250"
"427","83d33094","Clínica Creu Blanca","Carretera Clara Campoamor, 341, 36312","Barcelona","Cataluña","Spain","+34 96 265 29 88","-7.5620450","43.0118720"
"428","222a994d","Clínica Coroleu - SSR Hestia","Calle Francesc Ribas, 59, 08402","Barcelona","Cataluña","Spain","+34 97 509 93 74","-1.8482240","38.9862710"
"429","02ff669a","Clínica Activa Mutua 2008","Calle Los Prados, 395, 33203","Tarragona","Cataluña","Spain",NA,"-3.6938470","40.4749540"
"430","d33175aa","Centres Assistencials Dr. Emili Mira I Lopez - Recinte Torribera","Avenida Canadenca, S/N, 25001","Santa Coloma de Gramenet","Cataluña","Spain","+34 98 440 82 68","-0.4047160","39.5020560"
"431","5416769d","Centre Vallparadis","Calle Mezquita (Paraje Los Arcos), S/N, 30202","Terrassa","Cataluña","Spain","+34 99 167 52 67","-4.8644130","36.5092960"
"432","7b153a33","Centre Sociosanitari Vergé Del Puig","Calle Langrero, S/N, 38800","Sant Celoni","Cataluña","Spain","+34 90 941 41 39","-1.8577540","38.9897330"
"433","bd4ed6f6","Centre Sociosanitari Sarquavitae Sant Jordi","Calle Casablanca, S/N, 46340","Cornellà de Llobregat","Cataluña","Spain","+34 99 222 96 64","-3.5461960","40.4190480"
"434","2715096b","Centre Sociosanitari Sant Jordi De La Vall D'Hebron","Calle Naranjo De Bulnes, 4-6, 33012","Barcelona","Cataluña","Spain",NA,"-3.6776060","40.4327220"
"435","4b60e6aa","Centre Sociosanitari Ricard Fortuny","Avenida Pintor Baeza, 12, 03010","Vilafranca del Penedès","Cataluña","Spain","+34 96 114 55 91","-0.8911360","41.6377870"
"436","4e1aeb0c","Centre Sociosanitari Parc Hospitalari Martí i Julià","Camino De Tarragona, 10, 43204","Salt","Cataluña","Spain","+34 91 241 44 19","-6.3216780","42.9406570"
"437","f156d1ac","Centre Sociosanitari Mutuam Girona","Carretera De Colmenar Viejo, K.13,8, 28049","Girona","Cataluña","Spain",NA,"-4.4300890","36.7282220"
"438","b38a7550","Centre Sociosanitari Llevant","Calle Valdes, S/N, 11500","Tarragona","Cataluña","Spain",NA,"-0.9127580","41.6359340"
"439","623dde96","Centre Sociosanitari Isabel Roig","Calle Luis Montoto, 100, 41018","Barcelona","Cataluña","Spain","+34 91 755 23 71","-2.7677220","37.4903820"
"440","4624b562","Centre Sociosanitari i Residencia Assistida Salou","Avenida Conde De Fenosa, 50, 32300","Salou","Cataluña","Spain","+34 90 724 94 80","-1.1315260","42.1228350"
"441","d298c8c9","Centre Sociosanitari El Carme","Calle Beniadla, S/N, 03700","Badalona","Cataluña","Spain",NA,"-3.9245570","40.5715620"
"442","0eb42a71","Centre Sociosanitari Del Centre Integral De Salut Cotxeres","Carretera Sos, S/N, 50670","Barcelona","Cataluña","Spain","+34 98 335 63 93","2.1373350","41.3882890"
"443","ad1f9faf","Centre Sociosanitari De Puigcerdà","Calle Aprestadora, 43-45, 08902","Puigcerdà","Cataluña","Spain","+34 91 506 69 24","-16.2881730","28.4478360"
"444","b0c7b01c","Centre Sociosanitari De L'Hospitalet - Consorci Sanitari Integral","Avenida Tierno Galvan, S/N, 18300","L' Hospitalet de Llobregat","Cataluña","Spain",NA,"2.5413760","41.6102600"
"445","415501b0","Centre Sociosanitari D'Esplugues","Calle Maria Vidal, 19, 08340","Esplugues de Llobregat","Cataluña","Spain","+34 93 771 34 88","-2.4407780","42.4555130"
"446","c7ad8937","Centre Sociosanitari Ciutat De Reus","Avenida De Los Argonautas, S/N, 29630","Reus","Cataluña","Spain",NA,"2.1480930","41.4063900"
"447","cf2be4f6","Centre Sociosanitari Can Torras","Grupo Argixao, S/N, 20700","Alella","Cataluña","Spain",NA,"-3.7139120","40.4090480"
"448","fa7eb42b","Centre Sociosanitari Blauclínic Dolors Aleu","Paseo Mariano Renovales, S/N, 50006","Barcelona","Cataluña","Spain","+34 93 482 65 75","-6.0848900","40.0323800"
"449","77808a26","Centre Sociosanitari Bernat Jaume","Carretera Cobisa, S/N, 45004","Figueres","Cataluña","Spain","+34 91 467 58 88","-13.4835330","29.0030890"
"450","3f013d7d","Centre Social i Sanitari Frederica Montseny","Carretera Torreblanca-Mairena Km. 3,5, S/N, 41007","Viladecans","Cataluña","Spain",NA,"-4.0859770","40.6694950"
"451","f7189efe","Centre Sanitari Del Solsonès, Fpc","Lugar Salmon, S/N, 15993","Solsona","Cataluña","Spain","+34 92 980 27 31","-3.7914090","37.7743980"
"452","8d102c9f","Centre Polivalent Can Fosc","Avenida Medicina (De La), 6, 46702","L' Ametlla del Vallès","Cataluña","Spain","+34 91 703 58 51","2.1064650","41.3740710"
"453","5b4be63a","Centre Palamós Gent Gran","Avenida Santa Maria (De), 9, 36002","Palamós","Cataluña","Spain","+34 92 800 71 86","-15.3831090","28.0145570"
"454","1b13a4f4","Centre Mq Reus","Carretera Murcia, Km. 1,6, S/N, 18800","Reus","Cataluña","Spain",NA,"-1.5266170","43.1473990"
"455","1df296e7","Centre Medic Sant Jordi De Sant Andreu","Avenida Miguel De Cervantes C/V Ctra. Provencio, KM. 0,3, 02600","Barcelona","Cataluña","Spain","+34 96 173 13 96","2.1095560","41.3449910"
"456","925b800e","Centre Medic Molins, Sl","Calle Don Jose Maria Lopez Malla, 3, 28600","Molins de Rei","Cataluña","Spain",NA,"2.1598200","41.3924720"
"457","ff9661b6","Centre La Creueta","Calle Caramanxel, S/N, 03804","Sabadell","Cataluña","Spain",NA,"-3.7167150","42.3411140"
"458","1e58eead","Centre Integral De Serveis En Salut Mental Comunitaria","Carrer de Pomaret, 20, 08017","Barcelona","Cataluña","Spain",NA,"-8.3881700","43.3390600"
"459","da594032","Centre Hospitalari Policlínica Barcelona","Calle Provença, 36, 17230","Barcelona","Cataluña","Spain",NA,"-3.6253670","40.4479360"
"460","f5bc53ec","Centre Geriatric Del Maresme","Calle Fernando Pessoa, 47-51, 08030","Mataró","Cataluña","Spain","+34 94 694 76 76","-2.0688700","43.1407900"
"461","87f00a7d","Centre Forum","Carretera Ctra Valencia-Ademuz, KM 11,700, 46184","Barcelona","Cataluña","Spain",NA,"-15.5433500","27.7733370"
"462","bd7ccc4d","Centre de Prevenció i Rehabilitació Asepeyo","Calle Llobregat, 75, 08692","Sant Cugat del Vallès","Cataluña","Spain","+34 92 407 97 25","-0.2326390","38.5077510"
"463","c36bf3eb","Centre D'Oftalmologia Barraquer","Paseo Urezarantza, 1, 48630","Barcelona","Cataluña","Spain",NA,"-5.9690250","36.2454320"
"464","09c5dc73","Centre D'Hospitalitzacio I Hospital De Dia Trastorns De La Conducta","Carretera Canyet, S/N, 08916","Argentona","Cataluña","Spain",NA,"2.0137910","41.3114420"
"465","03431454","Centre Collserola Mutual","Avenida De Bellavista, S/N, 41014","Barcelona","Cataluña","Spain",NA,"-3.7729940","40.3238860"
"466","289b9548","Castell D'Oliana Residencial,S.L","Calle Tomas Yuste Miron, 0, 10300","Oliana","Cataluña","Spain",NA,"-0.4872580","38.3627230"
"467","d28a35e8","Casal De Curació","Calle Molin Los Canales, S/N, 33011","Vilassar de Mar","Cataluña","Spain","+34 94 394 95 73","1.2132910","41.1235580"
"468","29b6927a","Benito Menni Complex Assistencial En Salut Mental","Calle Londres, 2, 15009","Sant Boi de Llobregat","Cataluña","Spain",NA,"-3.9168000","43.4310670"
"469","fe4d9781","Benito Menni Complex Assistencial En Salut Mental","Calle Cervantes, 75, 10800","Granollers","Cataluña","Spain","+34 95 954 92 84","-0.4033090","39.4902970"
"470","b625e861","Aptima Centre Clinic - Mutua De Terrassa","Via Hispanidad, 37, 50012","Terrassa","Cataluña","Spain","+34 90 642 49 59","1.6191080","41.5826220"
"471","77ad3f7a","Antic Hospital De Sant Jaume I Santa Magdalena","Lugar Diseminado Cuesta De Caraballo, 11, 35450","Mataró","Cataluña","Spain","+34 95 702 90 96","-8.7089350","42.2346450"
"472","57298d6d","Unidad De Rehabilitación Psiquiátrica Nuestra Señora De La Fuencisla","Calle Doctor Alejandro Otero, 8, 18004","Palazuelos de Eresma","Castilla y León","Spain",NA,"2.1086340","41.5463580"
"473","4e949b55","Sanatorio Sagrado Corazón","Calle Hernan Cortes, 40, 49071","Valladolid","Castilla y León","Spain","+34 90 978 65 88","-2.9474520","35.2864370"
"474","734eb4fb","Hospital Virgen Del Mirón - Complejo Asistencial De Soria","Partida Plana Est, 4, 03700","Soria","Castilla y León","Spain",NA,"2.2524520","41.9290030"
"475","5a27c0e5","Hospital Virgen De La Concha - Complejo Asistencial De Zamora","Avenida Montevideo, 16-18, 48013","Zamora","Castilla y León","Spain","+34 96 739 33 98","2.1305640","41.4118160"
"476","60708dde","Hospital Valle De Laciana","Glorieta Del Ejercito S/N, S/N, 28047","Villablino","Castilla y León","Spain","+34 95 412 31 81","-3.8486590","40.3430010"
"477","8f877628","Hospital Universitario Del Río Hortega","Calle Enrique Wolfson, 8, 38006","Valladolid","Castilla y León","Spain",NA,"1.2512240","41.1187130"
"478","52a4292c","Hospital Universitario De Burgos - Complejo Asistencial Univer. De Burgos","Calle Juan Del Rey Calero, S/N, 14400","Burgos","Castilla y León","Spain","+34 98 179 97 84","-1.2723210","42.2813840"
"479","cd909984","Hospital Santos Reyes","Carretera De Ronda, S/N, 04009","Aranda de Duero","Castilla y León","Spain",NA,"-8.3894390","43.3370110"
